Unnamed: 0,index,user_id,emoji_sentence,char_count,cluster,sentence,gender_labels,sentiment_labels,emotion_labels,age_labels,stance_labels,is_duplicate,predicted_emojis,predicted_sentence,gender_logits,sentiment_logits,emotion_logits,age_logits,stance_logits,real_emojis
1470,14852,4c4135ef0784a309c05bc75c7d404a5c,Now I'm even more moody fuck 😡😡😡😡😡😡😡😡😡😡,39,8,Now I'm even more moody fuck ,female,negative,anger,teen,none,False,😒😠😤,Now I'm even more moody fuck  😒😠😤,female,negative,anger,teen,none,😡😡😡😡😡😡😡😡😡😡
1471,14853,4c4135ef0784a309c05bc75c7d404a5c,And the people who do this are just stupid revolting little boys trying so hard to be men 😡😡😡😡😡,95,8,And the people who do this are just stupid revolting little boys trying so hard to be men ,female,negative,anger,teen,against,True,🤦‍♂️👎😒,And the people who do this are just stupid revolting little boys trying so hard to be men  🤦‍♂️👎😒,female,negative,anger,teen,against,😡😡😡😡😡
1472,14855,4c4135ef0784a309c05bc75c7d404a5c,"It makes me so fucking angry, I say it all the time but humans are the most disgusting creatures in the world 😡😡😡😡😡😡😡😡😡😡",120,7,"It makes me so fucking angry, I say it all the time but humans are the most disgusting creatures in the world ",female,negative,anger,teen,against,False,😡🚽😷,"It makes me so fucking angry, I say it all the time but humans are the most disgusting creatures in the world  😡🚽😷",female,negative,anger,teen,against,😡😡😡😡😡😡😡😡😡😡
1473,14869,4c4135ef0784a309c05bc75c7d404a5c,"he legit is my arch nemisis, he came to our work opening and was so rude I yelled 😂",83,8,"he legit is my arch nemisis, he came to our work opening and was so rude I yelled ",female,negative,anger,teen,none,False,😡👊😤,"he legit is my arch nemisis, he came to our work opening and was so rude I yelled  😡👊😤",female,negative,anger,teen,against,😂
1474,14888,4885a719790f8b5b61233a512bf5030e,First run post Christmas / New Years. Tough 😨,45,8,First run post Christmas / New Years. Tough ,female,negative,fear,adult,none,False,🏃‍♀️💨😓,First run post Christmas / New Years. Tough  🏃‍♀️💨😓,female,negative,sadness,adult,none,😨
1475,14899,4885a719790f8b5b61233a512bf5030e,"Thunderstorm in Canberra, the apocalypse has started already #ElectionNight ⚡️",78,8,"Thunderstorm in Canberra, the apocalypse has started already #ElectionNight ",male,negative,fear,teen,none,False,⛈️🌪️😱,"Thunderstorm in Canberra, the apocalypse has started already #ElectionNight  ⛈️🌪️😱",female,negative,fear,teen,none,⚡
1476,14905,4885a719790f8b5b61233a512bf5030e,Don't poke the bear  🐻,22,8,Don't poke the bear  ,female,neutral,fear,teen,none,False,🐻😠🚫,Don't poke the bear   🐻😠🚫,female,negative,anger,teen,none,🐻
1477,14916,152b8d8fb3dee72a27fd60ab37c012c3,Fluro green is also ugly... So is Tom Brady's smirk. 😜,54,8,Fluro green is also ugly... So is Tom Brady's smirk. ,female,negative,disgust,teen,against,False,🤢🏈😒,Fluro green is also ugly... So is Tom Brady's smirk.  🤢🏈😒,male,negative,disgust,teen,against,😜
1478,14918,152b8d8fb3dee72a27fd60ab37c012c3,Sick Burn 😒,11,8,Sick Burn ,male,negative,disgust,teen,none,True,🔥💣😂,Sick Burn  🔥💣😂,male,positive,happiness,teen,none,😒
1479,14947,7074d4cbaf71b0aab8352499f814eb49,""" still gonna eat bacon lol"" u don't know how many times I've heard that 🙄",74,8,""" still gonna eat bacon lol"" u don't know how many times I've heard that ",female,negative,disgust,teen,none,False,🍖️😂🙄,""" still gonna eat bacon lol"" u don't know how many times I've heard that  🍖️😂🙄",female,neutral,happiness,teen,none,🙄
1480,14950,7074d4cbaf71b0aab8352499f814eb49,here's what I owe him 🖕🏼,24,8,here's what I owe him ,female,negative,anger,teen,against,False,💸📝👊,here's what I owe him  💸📝👊,female,neutral,anger,teen,none,🖕🏼
1481,15010,351d27b8aa285cb98aca951d9e0b1c42,"At least someones happy, your bank👇",35,3,"At least someones happy, your bank",female,negative,anger,adult,none,True,😒🏦😊,"At least someones happy, your bank 😒🏦😊",female,neutral,disgust,teen,against,👇
1482,15021,351d27b8aa285cb98aca951d9e0b1c42,Hope my 91 Honda has been studying so it can pass it's smog test. 🙏🙏,68,8,Hope my 91 Honda has been studying so it can pass it's smog test. ,female,neutral,fear,senior,none,False,🚗📚🤞,Hope my 91 Honda has been studying so it can pass it's smog test.  🚗📚🤞,female,positive,happiness,adult,none,🙏🙏
1483,15038,351d27b8aa285cb98aca951d9e0b1c42,a whole spoon....gross☠️😷,25,8,a whole spoon....gross,female,negative,disgust,teen,against,False,🤢🥄😷,a whole spoon....gross 🤢🥄😷,female,negative,disgust,child,against,☠😷
1484,15057,c68e64de5a623a48a97a147538428a5e,America: where a football player sitting during the national anthem causes more of an outrage than a psycho shooting up a school 🤔🤔🤔🤔,133,8,America: where a football player sitting during the national anthem causes more of an outrage than a psycho shooting up a school ,male,negative,anger,adult,against,True,🏈🔫😡,America: where a football player sitting during the national anthem causes more of an outrage than a psycho shooting up a school  🏈🔫😡,male,negative,anger,adult,against,🤔🤔🤔🤔
1485,15060,c68e64de5a623a48a97a147538428a5e,Only coffee in the house is decaf...prior preparation prevents piss poor performance 😴😴😴😴,89,8,Only coffee in the house is decaf...prior preparation prevents piss poor performance ,male,negative,disgust,adult,none,False,☕️😒💪,Only coffee in the house is decaf...prior preparation prevents piss poor performance  ☕️😒💪,male,negative,disgust,adult,against,😴😴😴😴
1486,15063,c68e64de5a623a48a97a147538428a5e,"Scheduling conflict,  on at 4pm and  at 4:40, might be about to get RSI in the channel changing thumb 👍",103,8,"Scheduling conflict,  on at 4pm and  at 4:40, might be about to get RSI in the channel changing thumb ",male,neutral,disgust,adult,none,True,📅🕰️🤕,"Scheduling conflict,  on at 4pm and  at 4:40, might be about to get RSI in the channel changing thumb  📅🕰️🤕",female,negative,sadness,adult,none,👍
1487,15067,6e1f361ec0f2d9c2e5cc152c72b892ee,Crossing the street is scary... but so is walking on the sidewalk. 😳…,69,8,Crossing the street is scary... but so is walking on the sidewalk. …,female,neutral,fear,teen,none,True,🚶‍♂️😬🚨,Crossing the street is scary... but so is walking on the sidewalk. … 🚶‍♂️😬🚨,male,neutral,fear,teen,none,😳
1488,15072,6e1f361ec0f2d9c2e5cc152c72b892ee,Great! Now I have to move. 😒,28,8,Great! Now I have to move. ,female,negative,disgust,adult,none,False,🏠📦😬,Great! Now I have to move.  🏠📦😬,female,neutral,disgust,adult,none,😒
1489,15079,7d4626969abd2ee3930e832203e0788e,started to panic about flight prices so this week will mainly be spent trying to convince my mum to come to dublin for the 1975 😂,129,8,started to panic about flight prices so this week will mainly be spent trying to convince my mum to come to dublin for the 1975 ,female,neutral,fear,teen,none,False,🚨✈️🎟️,started to panic about flight prices so this week will mainly be spent trying to convince my mum to come to dublin for the 1975  🚨✈️🎟️,female,neutral,fear,teen,none,😂
1490,15096,7d4626969abd2ee3930e832203e0788e,you know i HATED it but recently it's a dream for gin hangovers. fanta made me sick last time 😂,95,8,you know i HATED it but recently it's a dream for gin hangovers. fanta made me sick last time ,female,neutral,disgust,teen,against,False,🍸🤢🍹,you know i HATED it but recently it's a dream for gin hangovers. fanta made me sick last time  🍸🤢🍹,female,negative,disgust,teen,none,😂
1491,15098,7d4626969abd2ee3930e832203e0788e,off through to glasgow tonight for a gig and cathouse 💞 but have a night out tomorrow night...this can only end badly 🙃,119,8,off through to glasgow tonight for a gig and cathouse  but have a night out tomorrow night...this can only end badly ,female,neutral,fear,teen,none,True,🤯🍺😳,off through to glasgow tonight for a gig and cathouse  but have a night out tomorrow night...this can only end badly  🤯🍺😳,female,neutral,surprise,teen,none,💞🙃
1492,15107,7d4626969abd2ee3930e832203e0788e,"really want to completely change my hair and it's in desperate need of some love,but i've been blonde for so long it worries me the outcome😂",140,8,"really want to completely change my hair and it's in desperate need of some love,but i've been blonde for so long it worries me the outcome",female,neutral,fear,teen,none,False,💇‍♀️💔😬,"really want to completely change my hair and it's in desperate need of some love,but i've been blonde for so long it worries me the outcome 💇‍♀️💔😬",female,neutral,fear,teen,none,😂
1493,15121,7d4626969abd2ee3930e832203e0788e,any tight clothes make my leg itch so badly so i've resorted to wearing variations on baggy trousers all week. pretending it's 'boho chic' ✨,140,8,any tight clothes make my leg itch so badly so i've resorted to wearing variations on baggy trousers all week. pretending it's 'boho chic' ,female,neutral,disgust,teen,none,False,🤕👖😂,any tight clothes make my leg itch so badly so i've resorted to wearing variations on baggy trousers all week. pretending it's 'boho chic'  🤕👖😂,female,neutral,happiness,teen,none,✨
1494,15156,8ebcfbb16ee6261dee6667ba14dc6afc,Exam anxiety on point today 😢😑😱,31,8,Exam anxiety on point today ,female,negative,fear,teen,none,False,😬💔😩,Exam anxiety on point today  😬💔😩,female,negative,sadness,teen,none,😢😑😱
1495,15174,8ebcfbb16ee6261dee6667ba14dc6afc,Fuck you organic chemistry 😠😠😠😠 i hate you now.,47,8,Fuck you organic chemistry  i hate you now.,female,negative,anger,teen,against,False,😡🚫💔,Fuck you organic chemistry  i hate you now. 😡🚫💔,female,negative,anger,teen,against,😠😠😠😠
1496,15175,8ebcfbb16ee6261dee6667ba14dc6afc,I now know how Jack went crazy in the shining...😬😬 #stressedout #collegeproblems #lifeproblems,94,8,I now know how Jack went crazy in the shining... #stressedout #collegeproblems #lifeproblems,female,negative,fear,adult,none,False,📚💀😩,I now know how Jack went crazy in the shining... #stressedout #collegeproblems #lifeproblems 📚💀😩,female,negative,sadness,adult,none,😬😬
1497,15193,8ebcfbb16ee6261dee6667ba14dc6afc,My dad is watching an AWFUL film and I'm subjected to watching it 🙈🙈,68,8,My dad is watching an AWFUL film and I'm subjected to watching it ,female,negative,disgust,teen,none,False,🤦‍♂️📺😒,My dad is watching an AWFUL film and I'm subjected to watching it  🤦‍♂️📺😒,female,negative,disgust,teen,none,🙈🙈
1498,15196,7ba081fb87cda23747a966091703d44a,😃😆Your Pastor   is  to be blame. You know I am not  like that!😆😃,64,2,Your Pastor   is  to be blame. You know I am not  like that!,female,negative,anger,teen,none,False,🙅‍♂️🙄😒,Your Pastor   is  to be blame. You know I am not  like that! 🙅‍♂️🙄😒,male,negative,anger,teen,against,😃😆😆😃
1499,15306,8517f5e488a7a1e1357444587b94ca92,He also praises Putin and is against abortion for example (youpi happy France! 🎉🙃),82,8,He also praises Putin and is against abortion for example (youpi happy France! ),female,negative,disgust,adult,against,False,🤦‍♂️🚫🇷🇺,He also praises Putin and is against abortion for example (youpi happy France! ) 🤦‍♂️🚫🇷🇺,male,negative,anger,adult,against,🎉🙃
1500,15307,8517f5e488a7a1e1357444587b94ca92,"Maybe it's time for the French parliament to vote anti-nepotism and corruption laws for politicians, oh wait, why would they do that?... 🤔",138,8,"Maybe it's time for the French parliament to vote anti-nepotism and corruption laws for politicians, oh wait, why would they do that?... ",female,negative,anger,adult,against,False,🤥👥💸,"Maybe it's time for the French parliament to vote anti-nepotism and corruption laws for politicians, oh wait, why would they do that?...  🤥👥💸",female,negative,anger,adult,against,🤔
1501,15333,3cab4d9016de4d986538e969ddb9f598,The one time I have to be up at 4:30am for my flight &amp; there's alarms/sirens blaring from clongriffin train station 😒  sort it out,134,8,The one time I have to be up at 4:30am for my flight &amp; there's alarms/sirens blaring from clongriffin train station   sort it out,female,negative,anger,adult,none,False,😡🚨😴,The one time I have to be up at 4:30am for my flight &amp; there's alarms/sirens blaring from clongriffin train station   sort it out 😡🚨😴,female,negative,anger,adult,none,😒
1502,15334,3cab4d9016de4d986538e969ddb9f598,As if parking isn't expensive enough in Dublin but then the parking meteor has to get jammed &amp; steal your money 😡 shithole,126,8,As if parking isn't expensive enough in Dublin but then the parking meteor has to get jammed &amp; steal your money  shithole,female,negative,anger,adult,against,False,🚗💸😡,As if parking isn't expensive enough in Dublin but then the parking meteor has to get jammed &amp; steal your money  shithole 🚗💸😡,female,negative,anger,adult,against,😡
1503,15362,3cab4d9016de4d986538e969ddb9f598,People &amp; their healthy pancakes 🙄,37,8,People &amp; their healthy pancakes ,female,negative,disgust,teen,against,False,🥞👥💪,People &amp; their healthy pancakes  🥞👥💪,female,positive,happiness,teen,none,🙄
1504,15382,a8eb1a1dacfad200fdddc7b581331d2c,Got to hope your day gets better when the first thing you do is step in 🐶💩,74,8,Got to hope your day gets better when the first thing you do is step in ,female,negative,disgust,teen,none,False,💩😒🤦,Got to hope your day gets better when the first thing you do is step in  💩😒🤦,female,negative,disgust,teen,none,🐶💩
1505,15389,a8eb1a1dacfad200fdddc7b581331d2c,They aren't that good. 😜,24,8,They aren't that good. ,male,negative,disgust,teen,against,False,🤔😐👎,They aren't that good.  🤔😐👎,male,negative,disgust,teen,against,😜
1506,15391,a8eb1a1dacfad200fdddc7b581331d2c,".. once again, your service is down.  👎👎👎",41,8,".. once again, your service is down.  ",male,negative,anger,adult,against,False,🤦‍♂️💔😡,".. once again, your service is down.   🤦‍♂️💔😡",male,negative,anger,adult,against,👎👎👎
