Unnamed: 0,index,user_id,emoji_sentence,char_count,cluster,sentence,gender_labels,sentiment_labels,emotion_labels,age_labels,stance_labels,is_duplicate,gender_labels_using_sentence,sentiment_labels_using_sentence,emotion_labels_using_sentence,age_labels_using_sentence,stance_labels_using_sentence,random_sentence,gender_labels_using_random_sentence,sentiment_labels_using_random_sentence,emotion_labels_using_random_sentence,age_labels_using_random_sentence,stance_labels_using_random_sentence,real_emojis,random_emojis
881,9182,21f9e65f6675575d6ede654397a3026e,Yup! Mine is coming from Boohoo too and still nothing. Had so many problems with Hermes!!! 😡,92,8,Yup! Mine is coming from Boohoo too and still nothing. Had so many problems with Hermes!!! ,female,negative,anger,teen,against,True,female,negative,anger,teen,against,Yup! Mine is coming from Boohoo too and still nothing. Had so many problems with Hermes!!!  ☔👑🌕,female,negative,anger,teen,none,😡,☔👑🌕
882,9187,21f9e65f6675575d6ede654397a3026e,Honey G on ABBA or Big Band week. 🙄🤔 yeah alright. #XFactor,59,8,Honey G on ABBA or Big Band week.  yeah alright. #XFactor,female,neutral,disgust,adult,none,True,female,neutral,surprise,teen,none,Honey G on ABBA or Big Band week.  yeah alright. #XFactor 🍎🐇🍬,female,neutral,happiness,teen,none,🙄🤔,🍎🐇🍬
883,9191,21f9e65f6675575d6ede654397a3026e,His voice is so monotonous 😑 #dinnerdate,40,8,His voice is so monotonous  #dinnerdate,female,negative,disgust,adult,none,True,female,negative,disgust,teen,none,His voice is so monotonous  #dinnerdate ✍️👎☺️,female,negative,disgust,teen,against,😑,✍👎☺
884,9204,21f9e65f6675575d6ede654397a3026e,"When you don't get a reply, you already have your answer 👍🏼 Fed up of being there for people who aren't willing to be there for me 🖕🏼",133,8,"When you don't get a reply, you already have your answer  Fed up of being there for people who aren't willing to be there for me ",female,negative,anger,adult,against,False,female,negative,sadness,adult,against,"When you don't get a reply, you already have your answer  Fed up of being there for people who aren't willing to be there for me  🚶🙂😘",female,negative,sadness,adult,none,👍🏼🖕🏼,🚶🙂😘
885,9217,21f9e65f6675575d6ede654397a3026e,"""I'd rather die on my feet than live on my knees"" ✌️",52,8,"""I'd rather die on my feet than live on my knees"" ",male,negative,anger,adult,none,True,male,negative,anger,adult,none,"""I'd rather die on my feet than live on my knees""  🐎✍️☁️",male,negative,anger,adult,none,✌,🐎✍☁
886,9230,21f9e65f6675575d6ede654397a3026e,"Oooo a steamer on #dragonsden ""How exciting"" say those of us in retail... 😐",75,7,"Oooo a steamer on #dragonsden ""How exciting"" say those of us in retail... ",female,neutral,disgust,adult,none,False,female,positive,happiness,adult,none,"Oooo a steamer on #dragonsden ""How exciting"" say those of us in retail...  💣🕺🖐️",male,positive,happiness,adult,none,😐,💣🕺🖐
887,9244,f01b25eb01ebc285b01f677997c0835,your sister tastes nice 🙈 Jo Brand will love these comments on the Extra  slice #GBBO,85,8,your sister tastes nice  Jo Brand will love these comments on the Extra  slice #GBBO,female,neutral,disgust,teen,none,False,female,neutral,disgust,teen,none,your sister tastes nice  Jo Brand will love these comments on the Extra  slice #GBBO 🐱📦🦍,male,neutral,surprise,teen,none,🙈,🐱📦🦍
888,9254,71457f2869994c4ec53b2a8ecbaab81d,lol I should never look at my DM requests. It's just absolute TRASH. 😂,70,8,lol I should never look at my DM requests. It's just absolute TRASH. ,female,negative,disgust,teen,none,True,female,negative,disgust,teen,none,lol I should never look at my DM requests. It's just absolute TRASH.  🐓🌛🥕,female,negative,disgust,teen,none,😂,🐓🌛🥕
889,9255,71457f2869994c4ec53b2a8ecbaab81d,I love it until I have to shovel my GIANT driveway 😩,52,8,I love it until I have to shovel my GIANT driveway ,female,negative,disgust,adult,none,False,female,neutral,disgust,adult,none,I love it until I have to shovel my GIANT driveway  🥓🤸💣,female,neutral,surprise,teen,none,😩,🥓🤸💣
890,9264,71457f2869994c4ec53b2a8ecbaab81d,⚡️ “Iran retaliates against Trump by banning U.S. citizens”,59,8, “Iran retaliates against Trump by banning U.S. citizens”,male,negative,anger,adult,none,False,male,negative,anger,adult,none, “Iran retaliates against Trump by banning U.S. citizens” 😂🍫⚫,female,neutral,happiness,teen,none,⚡,😂🍫⚫
891,9287,71457f2869994c4ec53b2a8ecbaab81d,"went to the mall for last minute shopping, some guy had a knife and was waving it around like a mad man... I don't think anyone was hurt. 😰",139,8,"went to the mall for last minute shopping, some guy had a knife and was waving it around like a mad man... I don't think anyone was hurt. ",female,negative,fear,teen,none,False,male,negative,fear,adult,none,"went to the mall for last minute shopping, some guy had a knife and was waving it around like a mad man... I don't think anyone was hurt.  🐖☁️🦋",female,negative,fear,teen,none,😰,🐖☁🦋
892,9291,8f7476898643e9c976c99e7f53b6fcb2,on yersel hen!! My thought to or Liam would have been blocked when everything went tits up 🙄,92,8,on yersel hen!! My thought to or Liam would have been blocked when everything went tits up ,female,negative,disgust,teen,none,True,female,neutral,sadness,teen,none,on yersel hen!! My thought to or Liam would have been blocked when everything went tits up  🔰🍡🔞,female,neutral,surprise,teen,none,🙄,🔰🍡🔞
893,9295,8f7476898643e9c976c99e7f53b6fcb2,Cold one this morning 🙄,23,8,Cold one this morning ,female,negative,disgust,adult,none,True,male,neutral,disgust,adult,none,Cold one this morning  💛💻🍉,female,positive,happiness,teen,none,🙄,💛💻🍉
894,9298,8f7476898643e9c976c99e7f53b6fcb2,So just came back to ma house from babysitting and my doors wide open but no ones in the house and a strange random cat is in my house 😭,136,8,So just came back to ma house from babysitting and my doors wide open but no ones in the house and a strange random cat is in my house ,female,negative,fear,teen,none,True,female,neutral,fear,teen,none,So just came back to ma house from babysitting and my doors wide open but no ones in the house and a strange random cat is in my house  👮🕊️🖐️,female,neutral,fear,teen,none,😭,👮🕊🖐
895,9301,8f7476898643e9c976c99e7f53b6fcb2,Building site toilets are fucking horrible 😷😷,45,8,Building site toilets are fucking horrible ,male,negative,disgust,adult,against,True,male,negative,disgust,teen,against,Building site toilets are fucking horrible  🧢✍️🥴,male,negative,disgust,teen,none,😷😷,🧢✍🥴
896,9346,410b9726667b52312cd4d979287ea566,My glasses in the rain! ☔️☔️👓👓 #rain #winter #Australia #unprepared #glasses #uselesswhenwet…,93,8,My glasses in the rain!  #rain #winter #Australia #unprepared #glasses #uselesswhenwet…,female,negative,disgust,adult,none,False,female,negative,sadness,adult,none,My glasses in the rain!  #rain #winter #Australia #unprepared #glasses #uselesswhenwet… 🔪🦅😶,female,negative,disgust,teen,none,☔☔👓👓,🔪🦅😶
897,9385,5fa7cb221e1104d9e4c9da90c8719edb,"Over sitting still in this cast already, still 2 weeks of no weight bearing to go 😤wish  would hurry up with my broadband!",122,8,"Over sitting still in this cast already, still 2 weeks of no weight bearing to go wish  would hurry up with my broadband!",female,negative,anger,teen,none,False,female,negative,sadness,adult,none,"Over sitting still in this cast already, still 2 weeks of no weight bearing to go wish  would hurry up with my broadband! 💧⬅️⚠️",female,negative,sadness,teen,none,😤,💧⚠
898,9389,e70871f01f78a8e432f0460c59e0088,"find your courage &amp; stop the 7 Muslim nation ban. Be a Christian, be a man, be an AMERICAN! 🇺🇸",98,8,"find your courage &amp; stop the 7 Muslim nation ban. Be a Christian, be a man, be an AMERICAN! ",male,negative,anger,adult,against,True,male,negative,anger,adult,against,"find your courage &amp; stop the 7 Muslim nation ban. Be a Christian, be a man, be an AMERICAN!  😟🐒🎇",male,negative,anger,adult,against,🇺🇸,😟🐒🎇
899,9390,e70871f01f78a8e432f0460c59e0088,It is on the sane #Republicans to reign in #Trump's lunacy. #CountryBeforeParty 🇺🇸,82,8,It is on the sane #Republicans to reign in #Trump's lunacy. #CountryBeforeParty ,female,negative,anger,adult,against,True,female,negative,anger,adult,against,It is on the sane #Republicans to reign in #Trump's lunacy. #CountryBeforeParty  🎊🐦🧸,female,negative,anger,adult,against,🇺🇸,🎊🐦🧸
900,9393,e70871f01f78a8e432f0460c59e0088,"Not to mention a 🤡 ! , how hard did the press work to not laugh in #SeanSpicer's face? Can someone tell him thi…",112,8,"Not to mention a  ! , how hard did the press work to not laugh in #SeanSpicer's face? Can someone tell him thi…",female,negative,disgust,adult,against,True,female,negative,disgust,adult,none,"Not to mention a  ! , how hard did the press work to not laugh in #SeanSpicer's face? Can someone tell him thi… 😠🌠😻",female,negative,anger,teen,none,🤡,😠🌠😻
901,9394,e70871f01f78a8e432f0460c59e0088,🙄🙄🙄 The GOP has been systematically stripping $ from public education for over 40 years - because it's easier to ma…,116,8, The GOP has been systematically stripping $ from public education for over 40 years - because it's easier to ma…,female,negative,anger,adult,against,True,female,negative,anger,adult,against, The GOP has been systematically stripping $ from public education for over 40 years - because it's easier to ma… 🔵🤨💁,female,negative,anger,adult,against,🙄🙄🙄,🔵🤨💁
902,9395,e70871f01f78a8e432f0460c59e0088,I'm generally at nice person - have decided it's ok to 🙏🏼 #Trump has a burst aneurysm on natl tv b4 Jan 20th.,109,8,I'm generally at nice person - have decided it's ok to  #Trump has a burst aneurysm on natl tv b4 Jan 20th.,female,negative,anger,teen,against,False,male,negative,anger,adult,against,I'm generally at nice person - have decided it's ok to  #Trump has a burst aneurysm on natl tv b4 Jan 20th. 🌎🙈😠,female,negative,anger,teen,against,🙏🏼,🌎🙈😠
903,9401,2d056e51cfa63166f6f71f5692fc6693,'it's a twisted retelling of Alice in wonderland with hot alpha male and zombies' 🤔 no it was not 😤 #PTAChat,108,8,'it's a twisted retelling of Alice in wonderland with hot alpha male and zombies'  no it was not  #PTAChat,female,negative,anger,teen,against,False,male,negative,disgust,teen,against,'it's a twisted retelling of Alice in wonderland with hot alpha male and zombies'  no it was not  #PTAChat 🎆🌅🐦,female,negative,disgust,teen,against,🤔😤,🎆🌅🐦
904,9409,d5b9f61f12e744835b327460e5e9da86,Maybe they'll wise up in prison!🚂💨💨🚂💨💨💨✝🇺🇸🇮🇱✡️🇬🇧🇫🇷🇮🇹🇫🇮,54,8,Maybe they'll wise up in prison!,male,negative,anger,teen,none,False,male,negative,anger,adult,none,Maybe they'll wise up in prison! 🔗⭐😨,female,negative,fear,teen,none,🚂💨💨🚂💨💨💨✝🇺🇸🇮🇱✡🇬🇧🇫🇷🇮🇹🇫🇮,🔗⭐😨
905,9414,d5b9f61f12e744835b327460e5e9da86,@       Inmates love pedophiles 🚂🇺🇸💨,36,8,@       Inmates love pedophiles ,male,negative,disgust,teen,none,False,male,negative,anger,adult,against,@       Inmates love pedophiles  😢🤸⚰️,male,negative,sadness,teen,none,🚂🇺🇸💨,😢🤸⚰
906,9419,d5b9f61f12e744835b327460e5e9da86,"Heartless Hillary,a Disgrace to our Country🎄🚂💨💨✝🇺🇸🔯🇮🇱…",54,8,"Heartless Hillary,a Disgrace to our Country…",male,negative,anger,adult,against,False,male,negative,anger,adult,against,"Heartless Hillary,a Disgrace to our Country… 🦊🔪🦠",male,negative,anger,adult,against,🎄🚂💨💨✝🇺🇸🔯🇮🇱,🦊🔪🦠
907,9420,d5b9f61f12e744835b327460e5e9da86,Anyone who harms an animal deserves to go to PRISON for a Very Long Time!🚂💨💨✝🇺🇸🔯🇮🇱,82,8,Anyone who harms an animal deserves to go to PRISON for a Very Long Time!,male,negative,anger,teen,favor,False,female,negative,anger,adult,favor,Anyone who harms an animal deserves to go to PRISON for a Very Long Time! 🙌😶👻,female,positive,anger,teen,favor,🚂💨💨✝🇺🇸🔯🇮🇱,🙌😶👻
908,9422,d5b9f61f12e744835b327460e5e9da86,Outraged??Show them pictures of the MASSACRE of BATACLAN‼️,58,8,Outraged??Show them pictures of the MASSACRE of BATACLAN‼,male,negative,anger,adult,against,False,male,negative,anger,adult,against,Outraged??Show them pictures of the MASSACRE of BATACLAN‼ 💔🤔🥀,female,negative,anger,adult,against,,💔🤔🥀
909,9429,d5b9f61f12e744835b327460e5e9da86,This poor woman needs to have a rifle; like the 🇨🇭Swiss 🇨🇭have in every home.  🚂💨💨💨✝️🇺🇸🔯🇮🇱😇,91,8,This poor woman needs to have a rifle; like the Swiss have in every home.  ,male,negative,anger,adult,favor,False,male,neutral,anger,adult,favor,This poor woman needs to have a rifle; like the Swiss have in every home.   🤓📚☀️,male,neutral,disgust,adult,favor,🇨🇭🇨🇭🚂💨💨💨✝🇺🇸🔯🇮🇱😇,🤓📚☀
910,9440,ccbd5a0aeda933b0210536f6c6dc1099,"I'd like him to see the pension levy I pay in every pay cheque towards being ""wildly rich"" 😡😡😡",94,8,"I'd like him to see the pension levy I pay in every pay cheque towards being ""wildly rich"" ",female,negative,anger,senior,against,True,female,negative,anger,adult,against,"I'd like him to see the pension levy I pay in every pay cheque towards being ""wildly rich""  ✨⚡🤰",female,negative,anger,adult,against,😡😡😡,✨⚡🤰
911,9450,cd83d8d7fda04839bdc1fbf7b19ac8ab,"3/4 of my Insta Stories are the inside of various south Dublin cross fit gyms. 
If you don't boomerang your workout did it even happen? 🤔🙄",138,8,"3/4 of my Insta Stories are the inside of various south Dublin cross fit gyms. 
If you don't boomerang your workout did it even happen? ",female,neutral,disgust,teen,none,False,female,neutral,happiness,teen,none,"3/4 of my Insta Stories are the inside of various south Dublin cross fit gyms. 
If you don't boomerang your workout did it even happen?  🇮🇳😷😆",female,neutral,happiness,teen,none,🤔🙄,🇮🇳😷😆
